#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  97 249 Bk   0.49554   0.08373  -1.07469   0.28751  68  50  18   2  0.84000  0.00878  2.236E-02 *     0             3.530
  97 250 Bk   0.50548   0.10753  -1.37460   0.34916  41  36  19   1  0.41300  0.00000  3.109E-02 *     0             3.676
  97 251 Bk   0.51535   0.13589   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  97 252 Bk   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 253 Bk   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 254 Bk   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  98 237 Cf   0.37479   0.02743   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  98 238 Cf   0.38220   0.02883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  98 239 Cf   0.39079   0.03078   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  98 240 Cf   0.40039   0.03300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  98 241 Cf   0.41077   0.03511   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  98 242 Cf   0.42166   0.03675   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  98 243 Cf   0.43273   0.03768   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  98 244 Cf   0.44366   0.03813   0.00000   1.00000   2   1   1   2  0.00000  0.03700                  0             0.000
  98 245 Cf   0.45441   0.03927   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  98 246 Cf   0.46495   0.04302   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  98 247 Cf   0.47531   0.05125   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  98 248 Cf   0.48550   0.06484  -0.22353   0.18732  67  40   7   5  1.78100  0.48800  3.973E-02 *     0             4.587
  98 249 Cf   0.49554   0.08373  -0.83096   0.20786  71  20   7   2  0.55060  0.06248  7.006E-02 * F   0             4.188
  98 250 Cf   0.50548   0.10753  -0.25516   0.32579  48  43   7  10  1.62600  1.03185  2.420E-02 *     0             3.279
  98 251 Cf   0.51535   0.13589  -1.06501   0.42001  59  33  15   9  0.72900  0.21153  1.064E-02 *     0             3.524
  98 252 Cf   0.00000   0.00000   0.00000   0.00000  13   1   1   5  0.00000  0.53660                  0             0.000
  98 253 Cf   0.00000   0.00000   0.00000   0.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  98 254 Cf   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  98 255 Cf   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  98 256 Cf   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 239 Es   0.39079   0.03078   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 240 Es   0.40039   0.03300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 241 Es   0.41077   0.03511   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  99 242 Es   0.42166   0.03675   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 243 Es   0.43273   0.03768   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  99 244 Es   0.44366   0.03813   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  99 245 Es   0.45441   0.03927   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  99 246 Es   0.46495   0.04302   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 247 Es   0.47531   0.05125   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  99 248 Es   0.48550   0.06484   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 249 Es   0.49554   0.08373   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  99 250 Es   0.50548   0.10753   0.00000   1.00000   2   1   1   2  0.00000  0.20000                  0             0.000
  99 251 Es   0.51535   0.13589   0.00000   1.00000  24   1   1   1  0.00000  0.00000                  0             0.000
  99 252 Es   0.00000   0.00000   0.00000   0.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  99 253 Es   0.00000   0.00000   0.00000   0.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  99 254 Es   0.00000   0.00000   0.00000   0.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  99 255 Es   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 256 Es   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.05000  0.00000                  0             0.000
  99 257 Es   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  99 258 Es   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 241 Fm   0.41077   0.03511   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 242 Fm   0.42166   0.03675   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 243 Fm   0.43273   0.03768   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 244 Fm   0.44366   0.03813   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 245 Fm   0.45441   0.03927   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 246 Fm   0.46495   0.04302   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 247 Fm   0.47531   0.05125   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 100 248 Fm   0.48550   0.06484   0.00000   1.00000  11   1   1   6  0.00000  0.81330                  0             0.000
 100 249 Fm   0.49554   0.08373   0.00000   1.00000   8   1   1   3  0.00000  0.12860                  0             0.000
 100 250 Fm   0.50548   0.10753   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 100 251 Fm   0.51535   0.13589   0.00000   1.00000  12   1   1   5  0.00000  0.30100                  0             0.000
 100 252 Fm   0.00000   0.00000   0.00000   0.00000   2   1   1   2  0.00000  0.04210                  0             0.000
 100 253 Fm   0.00000   0.00000   0.00000   0.00000  10   1   1   1  0.00000  0.00000                  0             0.000
 100 254 Fm   0.00000   0.00000   0.00000   0.00000   5   1   1   5  0.00000  0.73354                  0             0.000
 100 255 Fm   0.00000   0.00000   0.00000   0.00000   3   1   1   1  0.00000  0.00000                  0             0.000
 100 256 Fm   0.00000   0.00000   0.00000   0.00000  28   1   1   5  0.00000  0.56330                  0             0.000
 100 257 Fm   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 258 Fm   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 259 Fm   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 100 260 Fm   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 101 244 Md   0.44366   0.03813   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 245 Md   0.45441   0.03927   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 246 Md   0.46495   0.04302   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 247 Md   0.47531   0.05125   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 248 Md   0.48550   0.06484   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 249 Md   0.49554   0.08373   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 250 Md   0.50548   0.10753   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
 101 251 Md   0.51535   0.13589   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
 101 252 Md   0.00000   0.00000   0.00000   0.00000   7   1   1   1  0.00000  0.00000                  0             0.000
 101 253 Md   0.00000   0.00000   0.00000   0.00000   3   1   1   1  0.00000  0.00000                  0             0.000
 101 254 Md   0.00000   0.00000   0.00000   0.00000   6   1   1   1  0.00000  0.00000                  0             0.000
 101 255 Md   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 256 Md   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 257 Md   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 101 258 Md   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 101 259 Md   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 101 260 Md   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 101 261 Md   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 101 262 Md   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 248 No   0.48550   0.06484   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 249 No   0.49554   0.08373   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 250 No   0.50548   0.10753   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 102 251 No   0.51535   0.13589   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
 102 252 No   0.00000   0.00000   0.00000   0.00000  32   1   1   1  0.00000  0.00000                  0             0.000
 102 253 No   0.00000   0.00000   0.00000   0.00000  33   1   1   1  0.00000  0.00000                  0             0.000
 102 254 No   0.00000   0.00000   0.00000   0.00000  22   1   1   6  0.00000  0.78600                  0             0.000
 102 255 No   0.00000   0.00000   0.00000   0.00000   3   1   1   1  0.00000  0.00000                  0             0.000
 102 256 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 257 No   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 102 258 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 259 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 260 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 261 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 262 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 263 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 102 264 No   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 251 Lr   0.51535   0.13589   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 252 Lr   0.00000   0.00000   0.00000   0.00000   4   1   1   1  0.00000  0.00000                  0             0.000
 103 253 Lr   0.00000   0.00000   0.00000   0.00000   3   1   1   1  0.00000  0.00000                  0             0.000
 103 254 Lr   0.00000   0.00000   0.00000   0.00000   8   1   1   1  0.00000  0.00000                  0             0.000
 103 255 Lr   0.00000   0.00000   0.00000   0.00000  23   1   1   1  0.00000  0.00000                  0             0.000
 103 256 Lr   0.00000   0.00000   0.00000   0.00000   4   1   1   1  0.00000  0.00000                  0             0.000
 103 257 Lr   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 103 258 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 259 Lr   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
 103 260 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 261 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 262 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 263 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 264 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 265 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
 103 266 Lr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
